# BUSCO version is: 5.8.0 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
22375at4891	Fragmented	h2tg000004l_path	1003472	1002345	-	322.3	261	https://www.orthodb.org/v10?query=22375at4891	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial
22380at4891	Complete	h2tg000004l_path	303756	302098	-	437.5	408	https://www.orthodb.org/v10?query=22380at4891	Ubiquitin system component Cue
22393at4891	Complete	h2tg000011l_path	733123	733983	+	504.2	237	https://www.orthodb.org/v10?query=22393at4891	N-terminal nucleophile aminohydrolase
22405at4891	Fragmented	h2tg000002l_path	118065	117409	-	345.9	200	https://www.orthodb.org/v10?query=22405at4891	Septin
22419at4891	Complete	h2tg000006l_path	83490	84647	+	307.4	272	https://www.orthodb.org/v10?query=22419at4891	Glycosyltransferase family 34 protein
22429at4891	Complete	h2tg000014l_path	165182	166662	+	428.5	319	https://www.orthodb.org/v10?query=22429at4891	Ubiquitin specific protease, conserved site
22443at4891	Complete	h2tg000006l_path	577395	576487	-	507.8	261	https://www.orthodb.org/v10?query=22443at4891	Mitochondrial phosphate carrier protein
22450at4891	Duplicated	h2tg000004l_path	76959	77951	+	460.4	267	https://www.orthodb.org/v10?query=22450at4891	GDP-mannose transporter
22450at4891	Duplicated	h2tg000003l_path	229517	228564	-	445.4	267	https://www.orthodb.org/v10?query=22450at4891	GDP-mannose transporter
22513at4891	Complete	h2tg000005l_path	204573	203533	-	355.3	228	https://www.orthodb.org/v10?query=22513at4891	similar to Saccharomyces cerevisiae YIL083C CAB2 Probable phosphopantothenoylcysteine synthetase (PPCS)
22516at4891	Fragmented	h2tg000004l_path	589372	589998	+	348.1	185	https://www.orthodb.org/v10?query=22516at4891	Ubiquitin fusion degradation protein 1
22532at4891	Complete	h2tg000006l_path	345330	346586	+	126.5	215	https://www.orthodb.org/v10?query=22532at4891	Snf7 family
22538at4891	Missing
22615at4891	Complete	h2tg000011l_path	120876	120127	-	317.4	196	https://www.orthodb.org/v10?query=22615at4891	Dolichyl-phosphate beta-glucosyltransferase
22625at4891	Complete	h2tg000013l_path	1056571	1057503	+	393.9	236	https://www.orthodb.org/v10?query=22625at4891	Sphingolipid C4-hydroxylase SUR2
22637at4891	Complete	h2tg000011l_path	649489	650706	+	445.1	299	https://www.orthodb.org/v10?query=22637at4891	Translation initiation factor IF2/IF5
22645at4891	Complete	h2tg000010l_path	369932	368475	-	442.5	300	https://www.orthodb.org/v10?query=22645at4891	RNA-binding S4 domain
22775at4891	Complete	h2tg000001l_path	711739	712878	+	322.3	261	https://www.orthodb.org/v10?query=22775at4891	WD40/YVTN repeat-like-containing domain superfamily
22807at4891	Complete	h2tg000011l_path	593833	593099	-	449.8	215	https://www.orthodb.org/v10?query=22807at4891	Eukaryotic translation initiation factor 6
22819at4891	Complete	h2tg000013l_path	1222071	1221037	-	391.4	235	https://www.orthodb.org/v10?query=22819at4891	Golgi phosphoprotein 3-like
22821at4891	Complete	h2tg000007l_path	166002	164995	-	257.9	214	https://www.orthodb.org/v10?query=22821at4891	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
22833at4891	Complete	h2tg000016l_path	430152	431336	+	222.7	228	https://www.orthodb.org/v10?query=22833at4891	SGS domain
22851at4891	Complete	h2tg000010l_path	222372	220609	-	399.8	347	https://www.orthodb.org/v10?query=22851at4891	Zinc finger C2H2-type
22859at4891	Fragmented	h2tg000001l_path	141211	141702	+	223.3	119	https://www.orthodb.org/v10?query=22859at4891	Proteasome, subunit alpha/beta
22870at4891	Complete	h2tg000008l_path	821339	820489	-	318.0	210	https://www.orthodb.org/v10?query=22870at4891	Carbon-nitrogen hydrolase
22884at4891	Complete	h2tg000006l_path	689642	688566	-	504.0	310	https://www.orthodb.org/v10?query=22884at4891	Homoserine dehydrogenase
22920at4891	Complete	h2tg000008l_path	796913	797848	+	436.9	254	https://www.orthodb.org/v10?query=22920at4891	60S acidic ribosomal protein P0
22930at4891	Complete	h2tg000011l_path	555394	556491	+	326.2	274	https://www.orthodb.org/v10?query=22930at4891	Histone acetyltransferase type B catalytic subunit
23023at4891	Complete	h2tg000011l_path	632295	633869	+	398.3	318	https://www.orthodb.org/v10?query=23023at4891	Zinc finger, PHD-type
23029at4891	Complete	h2tg000003l_path	116258	117049	+	410.5	237	https://www.orthodb.org/v10?query=23029at4891	Orotidine 5'-phosphate decarboxylase
23053at4891	Complete	h2tg000016l_path	552165	551119	-	273.8	282	https://www.orthodb.org/v10?query=23053at4891	Leo1-like protein
23077at4891	Complete	h2tg000008l_path	1005402	1006319	+	173.3	179	https://www.orthodb.org/v10?query=23077at4891	Ribosomal protein L47, mitochondrial
23089at4891	Complete	h2tg000011l_path	265384	266457	+	387.2	261	https://www.orthodb.org/v10?query=23089at4891	Serine/threonine-protein phosphatase 2A activator
23143at4891	Complete	h2tg000011l_path	893040	892249	-	300.7	205	https://www.orthodb.org/v10?query=23143at4891	terpenoid cyclases/Protein prenyltransferase
23175at4891	Complete	h2tg000011l_path	676423	675659	-	330.8	218	https://www.orthodb.org/v10?query=23175at4891	Chorismate mutase
23197at4891	Complete	h2tg000016l_path	203779	202640	-	136.8	207	https://www.orthodb.org/v10?query=23197at4891	inositol-1,4,5-trisphosphate 5-phosphatase, putative
23222at4891	Complete	h2tg000014l_path	44458	43697	-	387.0	218	https://www.orthodb.org/v10?query=23222at4891	Phosphomannomutase
23226at4891	Complete	h2tg000008l_path	53996	53205	-	413.7	206	https://www.orthodb.org/v10?query=23226at4891	Succinate dehydrogenase 
23232at4891	Complete	h2tg000016l_path	958246	957278	-	201.2	159	https://www.orthodb.org/v10?query=23232at4891	RNA polymerase Rpb7, N-terminal
23253at4891	Complete	h2tg000004l_path	300338	301690	+	282.3	304	https://www.orthodb.org/v10?query=23253at4891	WD40/YVTN repeat-like-containing domain superfamily
23265at4891	Complete	h2tg000011l_path	130139	132202	+	437.4	323	https://www.orthodb.org/v10?query=23265at4891	Uncharacterised protein family UPF0061
23266at4891	Complete	h2tg000013l_path	1256773	1254905	-	666.0	450	https://www.orthodb.org/v10?query=23266at4891	Ubiquitin-activating enzyme
23312at4891	Complete	h2tg000015l_path	369793	368522	-	466.3	288	https://www.orthodb.org/v10?query=23312at4891	putative metallocarboxypeptidase ECM14
23339at4891	Complete	h2tg000007l_path	473406	471946	-	303.8	298	https://www.orthodb.org/v10?query=23339at4891	RBR-type E3 ubiquitin transferase
23340at4891	Complete	h2tg000011l_path	710596	709307	-	115.6	215	https://www.orthodb.org/v10?query=23340at4891	WD40/YVTN repeat-like-containing domain superfamily
23345at4891	Complete	h2tg000007l_path	291551	292702	+	352.1	289	https://www.orthodb.org/v10?query=23345at4891	Protein of unknown function DUF4448
23351at4891	Complete	h2tg000001l_path	121528	120014	-	378.6	265	https://www.orthodb.org/v10?query=23351at4891	Histone acetyltransferase
23355at4891	Complete	h2tg000009l_path	846745	847797	+	141.8	163	https://www.orthodb.org/v10?query=23355at4891	Aminotransferase class IV
23357at4891	Complete	h2tg000005l_path	235378	232982	-	459.1	546	https://www.orthodb.org/v10?query=23357at4891	Exocyst complex component EXOC3/Sec6
23379at4891	Complete	h2tg000007l_path	521816	520981	-	255.7	182	https://www.orthodb.org/v10?query=23379at4891	Histidine phosphatase superfamily
23380at4891	Complete	h2tg000004l_path	998684	997905	-	457.9	224	https://www.orthodb.org/v10?query=23380at4891	Proteasome endopeptidase complex
23386at4891	Complete	h2tg000005l_path	405899	404838	-	234.5	207	https://www.orthodb.org/v10?query=23386at4891	Dual specificity phosphatase
23392at4891	Fragmented	h2tg000016l_path	491650	492408	+	265.0	170	https://www.orthodb.org/v10?query=23392at4891	Zinc finger, CCCH-type
23410at4891	Fragmented	h2tg000016l_path	279212	278217	-	241.6	213	https://www.orthodb.org/v10?query=23410at4891	Programmed cell death protein 2, C-terminal
23507at4891	Complete	h2tg000007l_path	96836	98215	+	473.3	310	https://www.orthodb.org/v10?query=23507at4891	Ornithine decarboxylase
23560at4891	Complete	h2tg000009l_path	298858	300426	+	153.8	262	https://www.orthodb.org/v10?query=23560at4891	Bud22 domain
23588at4891	Complete	h2tg000013l_path	907355	909356	+	320.0	442	https://www.orthodb.org/v10?query=23588at4891	Glucosidase 2 subunit beta
23590at4891	Complete	h2tg000008l_path	964327	966411	+	126.7	262	https://www.orthodb.org/v10?query=23590at4891	G-patch domain
23591at4891	Complete	h2tg000016l_path	253251	254003	+	337.6	184	https://www.orthodb.org/v10?query=23591at4891	Proteasome endopeptidase complex
23635at4891	Complete	h2tg000005l_path	349108	349899	+	348.8	203	https://www.orthodb.org/v10?query=23635at4891	Cytosolic Fe-S cluster assembly factor CFD1
23699at4891	Complete	h2tg000008l_path	364949	366141	+	245.4	244	https://www.orthodb.org/v10?query=23699at4891	ribonuclease H-like protein
23723at4891	Complete	h2tg000004l_path	911142	910375	-	272.5	203	https://www.orthodb.org/v10?query=23723at4891	Electron transfer flavoprotein, beta subunit
23739at4891	Complete	h2tg000007l_path	421292	420420	-	56.7	86	https://www.orthodb.org/v10?query=23739at4891	Ribonuclease H-like protein
23741at4891	Complete	h2tg000008l_path	342659	343690	+	447.3	294	https://www.orthodb.org/v10?query=23741at4891	3-keto-steroid reductase
23747at4891	Complete	h2tg000002l_path	231318	232529	+	211.6	191	https://www.orthodb.org/v10?query=23747at4891	Zinc finger, RING-type
23750at4891	Complete	h2tg000001l_path	116748	115552	-	257.3	229	https://www.orthodb.org/v10?query=23750at4891	Deoxyribonuclease Tat-D
23784at4891	Complete	h2tg000016l_path	336560	335623	-	312.2	174	https://www.orthodb.org/v10?query=23784at4891	Ribosome biogenesis protein
23839at4891	Complete	h2tg000001l_path	111415	112680	+	248.1	202	https://www.orthodb.org/v10?query=23839at4891	SEP domain
23884at4891	Complete	h2tg000005l_path	77270	76344	-	319.7	216	https://www.orthodb.org/v10?query=23884at4891	Pantoate-beta-alanine ligase
23894at4891	Complete	h2tg000003l_path	483992	482981	-	377.8	257	https://www.orthodb.org/v10?query=23894at4891	metal-dependent protein hydrolase
23912at4891	Complete	h2tg000004l_path	760917	761687	+	378.8	202	https://www.orthodb.org/v10?query=23912at4891	Proteasome endopeptidase complex
23913at4891	Complete	h2tg000003l_path	195494	196591	+	457.1	267	https://www.orthodb.org/v10?query=23913at4891	Guanine nucleotide binding protein, alpha subunit
23956at4891	Complete	h2tg000008l_path	381708	382586	+	328.7	214	https://www.orthodb.org/v10?query=23956at4891	Zinc finger, CCHC-type
23964at4891	Complete	h2tg000004l_path	238472	236688	-	354.6	359	https://www.orthodb.org/v10?query=23964at4891	Mannosyltransferase
23973at4891	Complete	h2tg000016l_path	719878	720531	+	323.5	175	https://www.orthodb.org/v10?query=23973at4891	Imidazoleglycerol-phosphate dehydratase
23976at4891	Complete	h2tg000004l_path	1026002	1024620	-	358.0	194	https://www.orthodb.org/v10?query=23976at4891	GTP cyclohydrolase I
24034at4891	Complete	h2tg000013l_path	1258646	1259633	+	375.9	232	https://www.orthodb.org/v10?query=24034at4891	Protein SPT3
24073at4891	Complete	h2tg000007l_path	590510	591442	+	455.1	260	https://www.orthodb.org/v10?query=24073at4891	Tetrahydrofolate dehydrogenase/cyclohydrolase
24077at4891	Complete	h2tg000010l_path	129147	127474	-	238.2	260	https://www.orthodb.org/v10?query=24077at4891	Rab guanine nucleotide exchange factor SEC2
24095at4891	Fragmented	h2tg000011l_path	49296	50516	+	218.5	205	https://www.orthodb.org/v10?query=24095at4891	Uncharacterised protein family UPF0662
24098at4891	Complete	h2tg000011l_path	191409	192435	+	331.1	232	https://www.orthodb.org/v10?query=24098at4891	NAD kinase
24114at4891	Fragmented	h2tg000014l_path	254633	255118	+	106.2	116	https://www.orthodb.org/v10?query=24114at4891	26S proteasome non-ATPase regulatory subunit 8
24120at4891	Complete	h2tg000016l_path	600266	599334	-	165.6	162	https://www.orthodb.org/v10?query=24120at4891	Thiamine pyrophosphokinase
24124at4891	Complete	h2tg000006l_path	386655	385682	-	264.4	242	https://www.orthodb.org/v10?query=24124at4891	Geranylgeranyl transferase type II alpha subunit
24143at4891	Complete	h2tg000004l_path	788618	789826	+	396.6	262	https://www.orthodb.org/v10?query=24143at4891	Protein of unknown function DUF2838
24162at4891	Complete	h2tg000006l_path	302610	304343	+	268.5	404	https://www.orthodb.org/v10?query=24162at4891	DnaJ domain
24207at4891	Complete	h2tg000013l_path	765658	766449	+	154.0	143	https://www.orthodb.org/v10?query=24207at4891	RWD domain
24230at4891	Complete	h2tg000015l_path	397303	399000	+	302.2	333	https://www.orthodb.org/v10?query=24230at4891	Peroxin domain
24240at4891	Complete	h2tg000001l_path	735677	734985	-	296.6	190	https://www.orthodb.org/v10?query=24240at4891	similar to Saccharomyces cerevisiae YBR261C TAE1 AdoMet-dependent proline methyltransferase
24249at4891	Complete	h2tg000012l_path	69415	68729	-	214.8	154	https://www.orthodb.org/v10?query=24249at4891	Cytochrome c heme lyase
24255at4891	Complete	h2tg000007l_path	487839	488684	+	183.4	170	https://www.orthodb.org/v10?query=24255at4891	DNA-directed RNA polymerase III subunit RPC5
24271at4891	Complete	h2tg000004l_path	904270	903140	-	512.4	281	https://www.orthodb.org/v10?query=24271at4891	Choline-phosphate cytidylyltransferase
24305at4891	Complete	h2tg000008l_path	489744	487135	-	566.7	609	https://www.orthodb.org/v10?query=24305at4891	Exocyst complex component SEC10
24318at4891	Complete	h2tg000008l_path	898022	898829	+	224.6	210	https://www.orthodb.org/v10?query=24318at4891	Mitochondrial ATPase complex subunit ATP10
24320at4891	Complete	h2tg000007l_path	592649	591618	-	377.1	245	https://www.orthodb.org/v10?query=24320at4891	Ribosome biogenesis protein RPF2
24329at4891	Complete	h2tg000006l_path	664138	663134	-	148.8	176	https://www.orthodb.org/v10?query=24329at4891	Lysine methyltransferase
24360at4891	Complete	h2tg000015l_path	223748	222912	-	261.4	208	https://www.orthodb.org/v10?query=24360at4891	ribonuclease activity
24376at4891	Complete	h2tg000013l_path	1146262	1147044	+	317.7	222	https://www.orthodb.org/v10?query=24376at4891	Ribosomal protein S15
24398at4891	Complete	h2tg000011l_path	230807	229013	-	540.0	415	https://www.orthodb.org/v10?query=24398at4891	Nuclear RNA export factor
24421at4891	Complete	h2tg000005l_path	188730	187996	-	213.6	164	https://www.orthodb.org/v10?query=24421at4891	37S ribosomal protein S25, mitochondrial
24461at4891	Complete	h2tg000010l_path	37678	38529	+	292.1	220	https://www.orthodb.org/v10?query=24461at4891	alpha/beta-hydrolase
24498at4891	Complete	h2tg000001l_path	43318	44106	+	203.4	147	https://www.orthodb.org/v10?query=24498at4891	HotDog domain superfamily
24559at4891	Complete	h2tg000001l_path	535239	536093	+	261.7	192	https://www.orthodb.org/v10?query=24559at4891	Ribosomal protein S5 domain 2-type fold
24579at4891	Complete	h2tg000008l_path	426180	427421	+	419.2	312	https://www.orthodb.org/v10?query=24579at4891	Proline dehydrogenase
24588at4891	Complete	h2tg000013l_path	1113905	1112367	-	156.5	263	https://www.orthodb.org/v10?query=24588at4891	Rabenosyn, Rab binding domain
24610at4891	Complete	h2tg000014l_path	78846	78151	-	128.1	126	https://www.orthodb.org/v10?query=24610at4891	kinase-like protein
24621at4891	Complete	h2tg000001l_path	458888	460222	+	309.6	272	https://www.orthodb.org/v10?query=24621at4891	Chitobiosyldiphosphodolichol beta-mannosyltransferase
24627at4891	Complete	h2tg000004l_path	847942	846481	-	482.9	352	https://www.orthodb.org/v10?query=24627at4891	Squalene monooxygenase
24629at4891	Complete	h2tg000009l_path	86815	86066	-	388.4	218	https://www.orthodb.org/v10?query=24629at4891	Proteasome endopeptidase complex
24643at4891	Complete	h2tg000013l_path	99517	100374	+	401.4	223	https://www.orthodb.org/v10?query=24643at4891	tRNA (guanine-N(7)-)-methyltransferase
24646at4891	Complete	h2tg000009l_path	26915	27844	+	384.8	236	https://www.orthodb.org/v10?query=24646at4891	P-loop containing nucleoside triphosphate hydrolase
24692at4891	Complete	h2tg000016l_path	1016783	1015920	-	398.0	218	https://www.orthodb.org/v10?query=24692at4891	Proteasome endopeptidase complex
24693at4891	Complete	h2tg000005l_path	314790	314158	-	220.1	162	https://www.orthodb.org/v10?query=24693at4891	1-(5-phosphoribosyl)-5-
24709at4891	Complete	h2tg000010l_path	569525	568362	-	285.8	246	https://www.orthodb.org/v10?query=24709at4891	WD40-repeat-containing domain
24785at4891	Complete	h2tg000011l_path	303456	304241	+	483.5	238	https://www.orthodb.org/v10?query=24785at4891	Ribosomal protein L5 eukaryotic/L18 archaeal
24793at4891	Complete	h2tg000014l_path	194918	195896	+	126.5	218	https://www.orthodb.org/v10?query=24793at4891	WD40/YVTN repeat-like-containing domain superfamily
24818at4891	Complete	h2tg000001l_path	549011	548367	-	362.0	191	https://www.orthodb.org/v10?query=24818at4891	RNA polymerase, Rpb5, N-terminal
24835at4891	Complete	h2tg000013l_path	283103	282045	-	423.0	246	https://www.orthodb.org/v10?query=24835at4891	ATPase GET3
24837at4891	Complete	h2tg000001l_path	365640	364882	-	357.7	189	https://www.orthodb.org/v10?query=24837at4891	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase
24838at4891	Complete	h2tg000011l_path	896941	897960	+	282.6	256	https://www.orthodb.org/v10?query=24838at4891	Ubiquitin-activating enzyme
24892at4891	Complete	h2tg000011l_path	919906	918047	-	555.4	471	https://www.orthodb.org/v10?query=24892at4891	RNA polymerase III Rpc82, C -terminal
24928at4891	Complete	h2tg000003l_path	201159	202004	+	319.6	228	https://www.orthodb.org/v10?query=24928at4891	Pyrroline-5-carboxylate reductase
24980at4891	Complete	h2tg000010l_path	302564	303271	+	383.6	199	https://www.orthodb.org/v10?query=24980at4891	Ribosomal protein S3, C-terminal
24992at4891	Complete	h2tg000004l_path	1061175	1060246	-	281.2	209	https://www.orthodb.org/v10?query=24992at4891	Surfeit locus 4
24998at4891	Complete	h2tg000011l_path	292764	291715	-	150.8	172	https://www.orthodb.org/v10?query=24998at4891	Zinc finger, PHD-type
25014at4891	Complete	h2tg000010l_path	667800	667144	-	322.7	195	https://www.orthodb.org/v10?query=25014at4891	Mitochondrial inner membrane protease ATP23
25050at4891	Missing
25078at4891	Complete	h2tg000011l_path	901717	902517	+	274.6	200	https://www.orthodb.org/v10?query=25078at4891	Dolichol-phosphate mannosyltransferase
25079at4891	Complete	h2tg000007l_path	176553	175918	-	261.5	167	https://www.orthodb.org/v10?query=25079at4891	RNA polymerase III, subunit Rpc25
25093at4891	Complete	h2tg000010l_path	147907	146966	-	178.2	178	https://www.orthodb.org/v10?query=25093at4891	Yif1 family
25101at4891	Complete	h2tg000008l_path	768792	767524	-	230.7	209	https://www.orthodb.org/v10?query=25101at4891	Chromatin structure-remodeling complex subunit SFH1
25116at4891	Complete	h2tg000006l_path	666850	668415	+	447.3	374	https://www.orthodb.org/v10?query=25116at4891	alpha-1,2-Mannosidase
25118at4891	Complete	h2tg000013l_path	553261	555105	+	283.2	253	https://www.orthodb.org/v10?query=25118at4891	Ankyrin repeat-containing domain
25147at4891	Complete	h2tg000006l_path	423480	422539	-	196.9	198	https://www.orthodb.org/v10?query=25147at4891	cyclin-like protein
25148at4891	Complete	h2tg000016l_path	512221	511241	-	297.9	193	https://www.orthodb.org/v10?query=25148at4891	mitochondrial carrier
25170at4891	Complete	h2tg000007l_path	362732	364216	+	442.0	351	https://www.orthodb.org/v10?query=25170at4891	Lung seven transmembrane receptor-like
25172at4891	Complete	h2tg000008l_path	616044	616859	+	445.3	240	https://www.orthodb.org/v10?query=25172at4891	GPN-loop GTPase
25180at4891	Complete	h2tg000013l_path	814051	813152	-	313.4	233	https://www.orthodb.org/v10?query=25180at4891	Ribosomal protein S24, mitochondrial
25195at4891	Complete	h2tg000013l_path	52132	51128	-	369.2	223	https://www.orthodb.org/v10?query=25195at4891	Arf GTPase activating protein
25196at4891	Complete	h2tg000001l_path	734696	732782	-	542.5	430	https://www.orthodb.org/v10?query=25196at4891	Rho GTPase activation protein
25214at4891	Complete	h2tg000016l_path	548185	546734	-	505.2	335	https://www.orthodb.org/v10?query=25214at4891	Serine/threonine-protein kinase RIO1
25226at4891	Fragmented	h2tg000008l_path	902237	901158	-	219.2	236	https://www.orthodb.org/v10?query=25226at4891	Sec1-like protein
25236at4891	Missing
25254at4891	Complete	h2tg000009l_path	131642	129825	-	217.0	259	https://www.orthodb.org/v10?query=25254at4891	conserved oligomeric Golgi complex component, putative
25269at4891	Complete	h2tg000015l_path	362134	362781	+	316.4	176	https://www.orthodb.org/v10?query=25269at4891	Uracil phosphoribosyltransferase
25281at4891	Complete	h2tg000003l_path	413824	413042	-	430.1	224	https://www.orthodb.org/v10?query=25281at4891	Ribosome biogenesis protein NSA2
25295at4891	Complete	h2tg000009l_path	793315	794250	+	163.8	174	https://www.orthodb.org/v10?query=25295at4891	Metallo-dependent hydrolase
25313at4891	Complete	h2tg000013l_path	296223	294985	-	308.5	251	https://www.orthodb.org/v10?query=25313at4891	terpenoid cyclases/Protein prenyltransferase
25329at4891	Fragmented	h2tg000010l_path	55101	54136	-	193.6	192	https://www.orthodb.org/v10?query=25329at4891	Protein KRI1
25386at4891	Complete	h2tg000006l_path	434534	435294	+	296.4	170	https://www.orthodb.org/v10?query=25386at4891	Proteasome, subunit alpha/beta
25396at4891	Complete	h2tg000004l_path	82357	81497	-	259.3	186	https://www.orthodb.org/v10?query=25396at4891	GTP cyclohydrolase 1 type 2/Nif3
25405at4891	Complete	h2tg000007l_path	229966	229028	-	215.6	187	https://www.orthodb.org/v10?query=25405at4891	chromatin associated protein KTI12
25406at4891	Complete	h2tg000016l_path	815022	814081	-	418.9	246	https://www.orthodb.org/v10?query=25406at4891	MPN domain
25443at4891	Complete	h2tg000007l_path	164457	163717	-	445.1	235	https://www.orthodb.org/v10?query=25443at4891	Phosphoglycerate mutase
25476at4891	Complete	h2tg000008l_path	283859	284416	+	307.9	154	https://www.orthodb.org/v10?query=25476at4891	Ribosomal protein L10e
25480at4891	Complete	h2tg000016l_path	263372	264103	+	156.0	136	https://www.orthodb.org/v10?query=25480at4891	Protein OPI10
25484at4891	Complete	h2tg000001l_path	146257	146847	+	248.3	148	https://www.orthodb.org/v10?query=25484at4891	ribosomal protein L16
25501at4891	Complete	h2tg000004l_path	867316	869514	+	379.0	335	https://www.orthodb.org/v10?query=25501at4891	Transcription initiation factor IIF subunit alpha
25506at4891	Complete	h2tg000014l_path	238357	237470	-	181.7	180	https://www.orthodb.org/v10?query=25506at4891	DnaJ domain
25519at4891	Complete	h2tg000014l_path	204837	203833	-	270.9	226	https://www.orthodb.org/v10?query=25519at4891	histidinol phosphate phosphatase H
25527at4891	Complete	h2tg000009l_path	351870	350866	-	298.2	226	https://www.orthodb.org/v10?query=25527at4891	NADP-dependent oxidoreductase domain
25563at4891	Complete	h2tg000008l_path	553521	552589	-	360.3	234	https://www.orthodb.org/v10?query=25563at4891	Purine nucleoside phosphorylase
25565at4891	Complete	h2tg000016l_path	331531	332256	+	305.6	201	https://www.orthodb.org/v10?query=25565at4891	PIN-like domain superfamily
25572at4891	Complete	h2tg000009l_path	230771	229752	-	268.8	200	https://www.orthodb.org/v10?query=25572at4891	Uracil-DNA glycosylase
25615at4891	Complete	h2tg000016l_path	140735	141532	+	238.8	180	https://www.orthodb.org/v10?query=25615at4891	tRNA methyltransferase TRM10-type domain
25626at4891	Complete	h2tg000008l_path	136949	138180	+	286.2	209	https://www.orthodb.org/v10?query=25626at4891	Maintenance of mitochondrial morphology protein 1
25646at4891	Complete	h2tg000013l_path	556440	555697	-	365.8	219	https://www.orthodb.org/v10?query=25646at4891	Triosephosphate isomerase
25673at4891	Complete	h2tg000004l_path	35754	36851	+	238.6	250	https://www.orthodb.org/v10?query=25673at4891	3',5'-cyclic-nucleotide phosphodiesterase
25713at4891	Complete	h2tg000015l_path	480984	481910	+	219.2	205	https://www.orthodb.org/v10?query=25713at4891	tRNA binding
25731at4891	Complete	h2tg000004l_path	43448	44593	+	259.7	237	https://www.orthodb.org/v10?query=25731at4891	adenosine deaminase activity
25768at4891	Complete	h2tg000004l_path	532152	531442	-	326.2	195	https://www.orthodb.org/v10?query=25768at4891	tRNA(His) guanylyltransferase
25783at4891	Complete	h2tg000004l_path	911418	912326	+	355.9	228	https://www.orthodb.org/v10?query=25783at4891	Phosphoserine phosphatase
25808at4891	Complete	h2tg000009l_path	267157	267780	+	277.4	167	https://www.orthodb.org/v10?query=25808at4891	Small GTPase superfamily
25824at4891	Complete	h2tg000010l_path	490194	491111	+	245.2	180	https://www.orthodb.org/v10?query=25824at4891	Ribonuclease
25828at4891	Complete	h2tg000010l_path	470977	469934	-	337.1	282	https://www.orthodb.org/v10?query=25828at4891	Actin cytoskeleton-regulatory complex protein END3
25873at4891	Complete	h2tg000002l_path	61661	62722	+	175.1	178	https://www.orthodb.org/v10?query=25873at4891	ENTH/VHS
25937at4891	Complete	h2tg000007l_path	426320	427027	+	348.2	208	https://www.orthodb.org/v10?query=25937at4891	Ribosome assembly factor mrt4
25943at4891	Complete	h2tg000007l_path	118875	120293	+	286.3	227	https://www.orthodb.org/v10?query=25943at4891	metal ion transmembrane transporter activity
25948at4891	Complete	h2tg000004l_path	350001	350786	+	231.9	169	https://www.orthodb.org/v10?query=25948at4891	Staphylococcal nuclease (SNase-like), OB-fold
25967at4891	Complete	h2tg000008l_path	757289	756203	-	156.5	167	https://www.orthodb.org/v10?query=25967at4891	Cytidine deaminase-like protein
25981at4891	Complete	h2tg000008l_path	1021610	1022785	+	359.3	270	https://www.orthodb.org/v10?query=25981at4891	FK506-binding protein
26005at4891	Complete	h2tg000013l_path	916444	917097	+	394.9	202	https://www.orthodb.org/v10?query=26005at4891	Adenylate kinase
26018at4891	Complete	h2tg000004l_path	908760	909611	+	204.1	173	https://www.orthodb.org/v10?query=26018at4891	p-loop containing nucleoside triphosphate hydrolase protein
26055at4891	Complete	h2tg000002l_path	65568	64684	-	161.3	175	https://www.orthodb.org/v10?query=26055at4891	Ribosomal RNA-processing protein 7
26056at4891	Complete	h2tg000011l_path	682002	682805	+	269.5	191	https://www.orthodb.org/v10?query=26056at4891	Ubiquitin-activating enzyme
26076at4891	Complete	h2tg000009l_path	151937	153007	+	163.4	195	https://www.orthodb.org/v10?query=26076at4891	DNA glycosylase
26091at4891	Complete	h2tg000004l_path	278000	278761	+	412.9	207	https://www.orthodb.org/v10?query=26091at4891	Ribosomal protein S5
26111at4891	Duplicated	h2tg000010l_path	690053	690991	+	439.9	246	https://www.orthodb.org/v10?query=26111at4891	6-Phosphogluconolactonase
26111at4891	Duplicated	h2tg000002l_path	246758	247690	+	427.4	246	https://www.orthodb.org/v10?query=26111at4891	6-Phosphogluconolactonase
26130at4891	Complete	h2tg000007l_path	114707	114006	-	346.6	226	https://www.orthodb.org/v10?query=26130at4891	fungal pheromone STE3G-protein-coupled receptor
26134at4891	Complete	h2tg000004l_path	1016354	1013990	-	447.2	472	https://www.orthodb.org/v10?query=26134at4891	AP complex subunit beta
26145at4891	Complete	h2tg000014l_path	56040	55421	-	314.0	164	https://www.orthodb.org/v10?query=26145at4891	Small GTPase superfamily
26165at4891	Complete	h2tg000002l_path	211333	210521	-	367.1	217	https://www.orthodb.org/v10?query=26165at4891	18S rRNA (Guanine(1575)-N(7))-methyltransferase
26166at4891	Complete	h2tg000001l_path	782896	783666	+	236.0	176	https://www.orthodb.org/v10?query=26166at4891	similar to Saccharomyces cerevisiae YBR290W BSD2 Heavy metal ion homeostasis protein
26198at4891	Fragmented	h2tg000013l_path	1075041	1074082	-	189.6	141	https://www.orthodb.org/v10?query=26198at4891	Leucine-rich repeat domain superfamily
