# BUSCO version is: 5.8.0 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
7407at4891	Missing
7410at4891	Complete	h2tg000007l_path	371921	374140	+	379.8	388	https://www.orthodb.org/v10?query=7410at4891	Zinc finger, RING-type
7422at4891	Complete	h2tg000009l_path	819848	822041	+	524.4	439	https://www.orthodb.org/v10?query=7422at4891	BRCT domain
7432at4891	Complete	h2tg000003l_path	502547	500297	-	452.4	416	https://www.orthodb.org/v10?query=7432at4891	Rad4 beta-hairpin domain 2
7444at4891	Complete	h2tg000004l_path	739473	741181	+	875.4	475	https://www.orthodb.org/v10?query=7444at4891	glutamine-hydrolyzing asparagine synthase
7446at4891	Complete	h2tg000008l_path	317024	318742	+	545.9	386	https://www.orthodb.org/v10?query=7446at4891	GPI transamidase component GAA1
7491at4891	Complete	h2tg000001l_path	37138	38706	+	928.9	457	https://www.orthodb.org/v10?query=7491at4891	ATP synthase subunit alpha
7514at4891	Complete	h2tg000015l_path	502496	504193	+	383.9	356	https://www.orthodb.org/v10?query=7514at4891	5'-Nucleotidase/apyrase
7515at4891	Complete	h2tg000009l_path	214184	216121	+	437.1	483	https://www.orthodb.org/v10?query=7515at4891	Nucleoporin NDC1
7523at4891	Fragmented	h2tg000004l_path	45538	47322	+	178.5	335	https://www.orthodb.org/v10?query=7523at4891	Importin subunit beta-5
7579at4891	Complete	h2tg000013l_path	199916	201499	+	797.4	446	https://www.orthodb.org/v10?query=7579at4891	T-complex protein 1 subunit delta
7582at4891	Complete	h2tg000011l_path	153121	151634	-	606.7	357	https://www.orthodb.org/v10?query=7582at4891	tRNA pseudouridine synthase
7589at4891	Complete	h2tg000011l_path	506975	505011	-	646.6	440	https://www.orthodb.org/v10?query=7589at4891	Methylenetetrahydrofolate reductase
7600at4891	Complete	h2tg000010l_path	630712	629363	-	746.7	379	https://www.orthodb.org/v10?query=7600at4891	Citrate synthase
7621at4891	Complete	h2tg000013l_path	808295	810334	+	771.4	403	https://www.orthodb.org/v10?query=7621at4891	Translation elongation factor EFTu/EF1A, C-terminal
7633at4891	Complete	h2tg000004l_path	588934	585939	-	682.1	638	https://www.orthodb.org/v10?query=7633at4891	RNA polymerase III type 2 promoter sequence-specific DNA binding
7692at4891	Complete	h2tg000006l_path	507110	509422	+	776.9	557	https://www.orthodb.org/v10?query=7692at4891	Chloride channel protein
7721at4891	Complete	h2tg000010l_path	581811	583208	+	307.5	308	https://www.orthodb.org/v10?query=7721at4891	Sorting assembly machinery 50 kDa subunit
7722at4891	Complete	h2tg000001l_path	664719	663038	-	530.0	352	https://www.orthodb.org/v10?query=7722at4891	acetyl-CoA transmembrane transporter activity
7758at4891	Complete	h2tg000007l_path	353582	355141	+	519.8	389	https://www.orthodb.org/v10?query=7758at4891	DNA primase large subunit
7831at4891	Complete	h2tg000009l_path	864811	863561	-	630.3	359	https://www.orthodb.org/v10?query=7831at4891	Amidophosphoribosyltransferase
7840at4891	Complete	h2tg000010l_path	182867	185107	+	920.6	558	https://www.orthodb.org/v10?query=7840at4891	Cysteinyl-tRNA synthetase
7896at4891	Complete	h2tg000009l_path	453316	451472	-	496.2	408	https://www.orthodb.org/v10?query=7896at4891	WD40-repeat-containing domain
7917at4891	Complete	h2tg000004l_path	639108	637351	-	107.0	345	https://www.orthodb.org/v10?query=7917at4891	Peroxisomal biogenesis factor 8
7920at4891	Complete	h2tg000008l_path	537902	538951	+	581.6	309	https://www.orthodb.org/v10?query=7920at4891	Nop domain
7923at4891	Complete	h2tg000015l_path	125656	124118	-	539.0	316	https://www.orthodb.org/v10?query=7923at4891	Putative oxidoreductase TDA3
7925at4891	Complete	h2tg000004l_path	668256	669500	+	579.8	330	https://www.orthodb.org/v10?query=7925at4891	Non-specific serine/threonine protein kinase
7956at4891	Complete	h2tg000003l_path	237184	235838	-	754.1	374	https://www.orthodb.org/v10?query=7956at4891	Adenosylhomocysteinase
7966at4891	Complete	h2tg000013l_path	1052054	1050429	-	632.3	391	https://www.orthodb.org/v10?query=7966at4891	Pyridoxal phosphate-dependent transferase
7982at4891	Complete	h2tg000011l_path	752690	750029	-	802.5	535	https://www.orthodb.org/v10?query=7982at4891	Multiple RNA-binding domain-containing protein 1
8010at4891	Complete	h2tg000001l_path	490364	488946	-	733.8	397	https://www.orthodb.org/v10?query=8010at4891	Trehalose-6-phosphate synthase
8023at4891	Complete	h2tg000015l_path	337977	339872	+	481.5	432	https://www.orthodb.org/v10?query=8023at4891	SH3 domain
8037at4891	Complete	h2tg000008l_path	548994	551075	+	260.0	324	https://www.orthodb.org/v10?query=8037at4891	Tetratricopeptide-like helical domain superfamily
8044at4891	Complete	h2tg000011l_path	103191	104603	+	749.2	390	https://www.orthodb.org/v10?query=8044at4891	RuvB-like helicase
8064at4891	Complete	h2tg000012l_path	124879	126672	+	757.8	509	https://www.orthodb.org/v10?query=8064at4891	Protein phosphatase PP2A regulatory subunit A
8065at4891	Complete	h2tg000001l_path	184340	185881	+	381.5	329	https://www.orthodb.org/v10?query=8065at4891	AP endonuclease 1
8084at4891	Complete	h2tg000001l_path	486630	485122	-	520.9	430	https://www.orthodb.org/v10?query=8084at4891	Transcription factor IIIC, subunit 5
8097at4891	Complete	h2tg000001l_path	158288	153823	-	255.3	477	https://www.orthodb.org/v10?query=8097at4891	Protein STU1
8134at4891	Fragmented	h2tg000013l_path	1049344	1046348	-	677.8	466	https://www.orthodb.org/v10?query=8134at4891	mRNA binding
8178at4891	Complete	h2tg000006l_path	455604	457136	+	619.1	373	https://www.orthodb.org/v10?query=8178at4891	Sulfate adenylyltransferase
8179at4891	Complete	h2tg000015l_path	509546	511837	+	616.5	313	https://www.orthodb.org/v10?query=8179at4891	Non-specific serine/threonine protein kinase
8205at4891	Complete	h2tg000011l_path	659977	661839	+	522.2	438	https://www.orthodb.org/v10?query=8205at4891	NADPH-dependent diflavin oxidoreductase 1
8222at4891	Complete	h2tg000004l_path	842063	840402	-	607.3	422	https://www.orthodb.org/v10?query=8222at4891	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding
8224at4891	Complete	h2tg000015l_path	38372	36417	-	514.9	399	https://www.orthodb.org/v10?query=8224at4891	Glycerol kinase
8231at4891	Complete	h2tg000009l_path	192774	194783	+	675.3	476	https://www.orthodb.org/v10?query=8231at4891	acyltransferase ChoActase/COT/CPT
8253at4891	Complete	h2tg000007l_path	416966	411716	-	489.7	783	https://www.orthodb.org/v10?query=8253at4891	Nucleolar pre-ribosomal-associated protein 1
8274at4891	Missing
8285at4891	Complete	h2tg000005l_path	83298	84878	+	839.7	456	https://www.orthodb.org/v10?query=8285at4891	GroEL-like apical domain superfamily
8291at4891	Complete	h2tg000007l_path	34154	32010	-	417.5	420	https://www.orthodb.org/v10?query=8291at4891	WD40-repeat-containing domain
8311at4891	Complete	h2tg000013l_path	1362969	1364813	+	585.4	403	https://www.orthodb.org/v10?query=8311at4891	Endopolyphosphatase
8330at4891	Complete	h2tg000015l_path	182029	183712	+	828.5	472	https://www.orthodb.org/v10?query=8330at4891	Delta-1-pyrroline-5-carboxylate dehydrogenase
8344at4891	Complete	h2tg000010l_path	722858	720902	-	708.0	398	https://www.orthodb.org/v10?query=8344at4891	Nucleolar GTP-binding protein 2
8353at4891	Duplicated	h2tg000011l_path	189133	190941	+	591.4	431	https://www.orthodb.org/v10?query=8353at4891	Glycerol uptake protein 1
8353at4891	Duplicated	h2tg000004l_path	352539	350968	-	659.8	429	https://www.orthodb.org/v10?query=8353at4891	Glycerol uptake protein 1
8365at4891	Complete	h2tg000013l_path	1135307	1133151	-	462.6	441	https://www.orthodb.org/v10?query=8365at4891	Transcription factor 25
8380at4891	Complete	h2tg000008l_path	141429	143249	+	214.8	343	https://www.orthodb.org/v10?query=8380at4891	Origin recognition complex subunit 3
8437at4891	Complete	h2tg000003l_path	51645	48601	-	482.6	621	https://www.orthodb.org/v10?query=8437at4891	DNA polymerase V
8466at4891	Complete	h2tg000001l_path	760200	757768	-	397.0	378	https://www.orthodb.org/v10?query=8466at4891	Dual specificity phosphatase
8471at4891	Complete	h2tg000004l_path	141790	140450	-	599.7	333	https://www.orthodb.org/v10?query=8471at4891	Histone deacetylase
8475at4891	Complete	h2tg000001l_path	74666	73065	-	419.7	356	https://www.orthodb.org/v10?query=8475at4891	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
8487at4891	Complete	h2tg000013l_path	1320024	1321832	+	252.5	299	https://www.orthodb.org/v10?query=8487at4891	Sorting nexin-41
8543at4891	Complete	h2tg000003l_path	347462	343407	-	636.6	713	https://www.orthodb.org/v10?query=8543at4891	Rapamycin-insensitive companion of mTOR, domain 4
8550at4891	Fragmented	h2tg000003l_path	329293	330273	+	489.9	286	https://www.orthodb.org/v10?query=8550at4891	Threonine dehydratase
8551at4891	Complete	h2tg000007l_path	38200	37061	-	480.0	305	https://www.orthodb.org/v10?query=8551at4891	Indole-3-glycerol phosphate synthase
8562at4891	Complete	h2tg000011l_path	627747	625259	-	632.1	524	https://www.orthodb.org/v10?query=8562at4891	AP-1 complex subunit gamma
8568at4891	Complete	h2tg000007l_path	174285	175685	+	746.9	359	https://www.orthodb.org/v10?query=8568at4891	26S Proteasome regulatory subunit 7
8584at4891	Complete	h2tg000013l_path	482116	479036	-	410.8	300	https://www.orthodb.org/v10?query=8584at4891	Kinase
8596at4891	Fragmented	h2tg000004l_path	299796	298543	-	308.6	242	https://www.orthodb.org/v10?query=8596at4891	Transcription initiation factor TFIID subunit 6
8686at4891	Fragmented	h2tg000013l_path	1225889	1225098	-	418.4	218	https://www.orthodb.org/v10?query=8686at4891	Mitochondrial chaperone BCS1
8689at4891	Complete	h2tg000009l_path	325777	327162	+	360.9	293	https://www.orthodb.org/v10?query=8689at4891	AF1104-like superfamily
8708at4891	Complete	h2tg000006l_path	646747	648264	+	909.0	442	https://www.orthodb.org/v10?query=8708at4891	ATP synthase subunit beta
8737at4891	Complete	h2tg000002l_path	94195	92780	-	697.0	363	https://www.orthodb.org/v10?query=8737at4891	Pyridoxal phosphate-dependent transferase
8758at4891	Complete	h2tg000013l_path	305160	306499	+	709.1	378	https://www.orthodb.org/v10?query=8758at4891	p-loop containing nucleoside triphosphate hydrolase protein
8759at4891	Complete	h2tg000009l_path	716299	717711	+	330.5	271	https://www.orthodb.org/v10?query=8759at4891	Ubiquitinyl hydrolase 1
8762at4891	Complete	h2tg000008l_path	687745	686255	-	554.3	367	https://www.orthodb.org/v10?query=8762at4891	ATP-dependent RNA helicase DBP9
8855at4891	Complete	h2tg000015l_path	62560	59123	-	490.8	419	https://www.orthodb.org/v10?query=8855at4891	Nitrogen permease regulator 3
8903at4891	Complete	h2tg000009l_path	592258	590279	-	580.8	383	https://www.orthodb.org/v10?query=8903at4891	HAD superfamily
8923at4891	Complete	h2tg000004l_path	957749	954207	-	713.2	720	https://www.orthodb.org/v10?query=8923at4891	Ankyrin repeat-containing domain
8944at4891	Complete	h2tg000016l_path	451319	449694	-	588.8	419	https://www.orthodb.org/v10?query=8944at4891	Alpha-1,3-glucosyltransferase
8978at4891	Complete	h2tg000015l_path	227130	225517	-	637.1	445	https://www.orthodb.org/v10?query=8978at4891	Heat shock protein 70 family
8998at4891	Complete	h2tg000010l_path	40655	42004	+	486.2	294	https://www.orthodb.org/v10?query=8998at4891	WD40-repeat-containing domain
9012at4891	Complete	h2tg000007l_path	549754	551478	+	602.1	414	https://www.orthodb.org/v10?query=9012at4891	tRNA (uracil(54)-C(5))-methyltransferase
9030at4891	Fragmented	h2tg000008l_path	154523	208800	+	669.4	480	https://www.orthodb.org/v10?query=9030at4891	Zinc finger, RING-type
9032at4891	Complete	h2tg000013l_path	841952	840564	-	744.2	380	https://www.orthodb.org/v10?query=9032at4891	RuvB-like helicase
9039at4891	Complete	h2tg000013l_path	693166	691505	-	499.7	344	https://www.orthodb.org/v10?query=9039at4891	tRNA (guanine(26)-N(2))-dimethyltransferase
9061at4891	Complete	h2tg000005l_path	407605	406229	-	628.4	402	https://www.orthodb.org/v10?query=9061at4891	Metal-dependent hydrolase
9096at4891	Complete	h2tg000015l_path	445714	447588	+	597.6	395	https://www.orthodb.org/v10?query=9096at4891	Ubiquitin-like modifier-activating enzyme ATG7
9152at4891	Complete	h2tg000009l_path	135575	137230	+	660.7	424	https://www.orthodb.org/v10?query=9152at4891	FACT complex subunit POB3
9157at4891	Complete	h2tg000004l_path	338270	342175	+	335.4	446	https://www.orthodb.org/v10?query=9157at4891	Peptidase S59, nucleoporin
9175at4891	Complete	h2tg000008l_path	915363	913392	-	668.4	438	https://www.orthodb.org/v10?query=9175at4891	tRNA-dihydrouridine(47) synthase 
9223at4891	Complete	h2tg000015l_path	439048	437168	-	573.7	424	https://www.orthodb.org/v10?query=9223at4891	Tetratricopeptide repeat
9258at4891	Complete	h2tg000006l_path	383167	385448	+	967.9	584	https://www.orthodb.org/v10?query=9258at4891	RNA helicase
9267at4891	Complete	h2tg000014l_path	95094	93586	-	719.6	375	https://www.orthodb.org/v10?query=9267at4891	Phenylalanyl-tRNA synthetase
9294at4891	Complete	h2tg000003l_path	73874	75418	+	583.9	384	https://www.orthodb.org/v10?query=9294at4891	Guanosine-diphosphatase
9322at4891	Complete	h2tg000014l_path	241515	240094	-	700.0	417	https://www.orthodb.org/v10?query=9322at4891	Peptidase M20
9420at4891	Complete	h2tg000009l_path	720237	718162	-	523.7	363	https://www.orthodb.org/v10?query=9420at4891	Mre11, DNA-binding
9436at4891	Complete	h2tg000011l_path	375863	377268	+	636.0	378	https://www.orthodb.org/v10?query=9436at4891	Glutathione reductase
9446at4891	Complete	h2tg000011l_path	713631	712213	-	581.5	328	https://www.orthodb.org/v10?query=9446at4891	Signal recognition particle 54 kDa protein
9457at4891	Complete	h2tg000004l_path	499686	501917	+	350.7	482	https://www.orthodb.org/v10?query=9457at4891	Winged helix-like DNA-binding domain superfamily
9466at4891	Complete	h2tg000015l_path	141395	140022	-	750.4	393	https://www.orthodb.org/v10?query=9466at4891	Argininosuccinate lyase
9469at4891	Complete	h2tg000008l_path	835265	836710	+	851.8	422	https://www.orthodb.org/v10?query=9469at4891	Adenylosuccinate lyase
9476at4891	Complete	h2tg000016l_path	564122	562419	-	751.9	458	https://www.orthodb.org/v10?query=9476at4891	Phosphoribosylaminoimidazole carboxylase
9507at4891	Complete	h2tg000010l_path	678530	680170	+	412.9	401	https://www.orthodb.org/v10?query=9507at4891	Mannosyltransferase
9509at4891	Complete	h2tg000004l_path	330971	329358	-	407.1	328	https://www.orthodb.org/v10?query=9509at4891	Sec1-like protein
9513at4891	Complete	h2tg000006l_path	235690	233688	-	595.2	436	https://www.orthodb.org/v10?query=9513at4891	Glutamate--cysteine ligase
9525at4891	Complete	h2tg000010l_path	715133	713795	-	634.3	366	https://www.orthodb.org/v10?query=9525at4891	Saccharopine dehydrogenase 
9553at4891	Complete	h2tg000009l_path	20433	19051	-	643.2	370	https://www.orthodb.org/v10?query=9553at4891	hydroxymethylglutaryl-CoA synthase
9594at4891	Complete	h2tg000015l_path	159204	157807	-	544.3	376	https://www.orthodb.org/v10?query=9594at4891	Peptidase M16, C-terminal
9605at4891	Complete	h2tg000013l_path	1422632	1424557	+	360.4	377	https://www.orthodb.org/v10?query=9605at4891	Vps52
9609at4891	Fragmented	h2tg000008l_path	601620	603008	+	443.6	330	https://www.orthodb.org/v10?query=9609at4891	DNA topoisomerase
9633at4891	Complete	h2tg000009l_path	849591	848077	-	886.4	420	https://www.orthodb.org/v10?query=9633at4891	RNA helicase
9643at4891	Complete	h2tg000009l_path	413941	415848	+	232.3	304	https://www.orthodb.org/v10?query=9643at4891	Zinc finger, PHD-type
9655at4891	Complete	h2tg000013l_path	1440652	1438034	-	261.4	453	https://www.orthodb.org/v10?query=9655at4891	Vam6/VPS39/TRAP1 family
9657at4891	Complete	h2tg000016l_path	217105	218364	+	694.6	358	https://www.orthodb.org/v10?query=9657at4891	Argininosuccinate synthase
9668at4891	Complete	h2tg000001l_path	242800	244161	+	588.4	365	https://www.orthodb.org/v10?query=9668at4891	Polyprenyl synthetase
9680at4891	Complete	h2tg000014l_path	147026	145209	-	554.0	454	https://www.orthodb.org/v10?query=9680at4891	RNA helicase
9718at4891	Complete	h2tg000005l_path	237587	235646	-	597.5	449	https://www.orthodb.org/v10?query=9718at4891	LCCL domain
9724at4891	Complete	h2tg000001l_path	528387	530624	+	665.3	500	https://www.orthodb.org/v10?query=9724at4891	P-loop containing nucleoside triphosphate hydrolase protein
9757at4891	Complete	h2tg000004l_path	689806	691845	+	742.3	522	https://www.orthodb.org/v10?query=9757at4891	Rab-GTPase-TBC domain
9759at4891	Complete	h2tg000016l_path	490790	489075	-	586.4	400	https://www.orthodb.org/v10?query=9759at4891	PPM-type phosphatase domain
9767at4891	Complete	h2tg000003l_path	34515	36352	+	411.3	316	https://www.orthodb.org/v10?query=9767at4891	Nitrogen permease regulator 2
9782at4891	Complete	h2tg000003l_path	126720	128372	+	246.8	302	https://www.orthodb.org/v10?query=9782at4891	YjeF N-terminal domain
9784at4891	Complete	h2tg000004l_path	322147	323589	+	588.1	378	https://www.orthodb.org/v10?query=9784at4891	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
9816at4891	Complete	h2tg000006l_path	185830	184709	-	445.4	279	https://www.orthodb.org/v10?query=9816at4891	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61
9821at4891	Complete	h2tg000016l_path	785261	786715	+	476.8	357	https://www.orthodb.org/v10?query=9821at4891	Folylpolyglutamate synthase
9846at4891	Complete	h2tg000008l_path	132076	134305	+	691.8	395	https://www.orthodb.org/v10?query=9846at4891	ATP-dependent RNA helicase DEAD-box, conserved site
9862at4891	Complete	h2tg000007l_path	369980	371479	+	732.4	397	https://www.orthodb.org/v10?query=9862at4891	UTP--glucose-1-phosphate uridylyltransferase
9897at4891	Complete	h2tg000011l_path	356116	357976	+	559.1	433	https://www.orthodb.org/v10?query=9897at4891	Aminoacyl-tRNA synthetase, class II
9903at4891	Complete	h2tg000006l_path	178640	177411	-	552.9	290	https://www.orthodb.org/v10?query=9903at4891	kinase-like protein
9921at4891	Complete	h2tg000001l_path	774873	776432	+	602.6	379	https://www.orthodb.org/v10?query=9921at4891	Peptide hydrolase
9922at4891	Complete	h2tg000007l_path	452386	454155	+	195.9	184	https://www.orthodb.org/v10?query=9922at4891	Bromodomain
9948at4891	Complete	h2tg000015l_path	143557	141902	-	867.2	441	https://www.orthodb.org/v10?query=9948at4891	Aminoacyl-tRNA synthetase, class II
9950at4891	Complete	h2tg000011l_path	639670	638171	-	704.0	395	https://www.orthodb.org/v10?query=9950at4891	Histidine-tRNA ligase
9958at4891	Complete	h2tg000010l_path	510395	512236	+	857.7	482	https://www.orthodb.org/v10?query=9958at4891	RNA (C5-cytosine) methyltransferase
9995at4891	Fragmented	h2tg000009l_path	858398	857223	-	379.7	283	https://www.orthodb.org/v10?query=9995at4891	Pyridoxal phosphate-dependent transferase
10002at4891	Complete	h2tg000010l_path	538213	539612	+	345.2	290	https://www.orthodb.org/v10?query=10002at4891	GDP-Man
10099at4891	Missing
10130at4891	Fragmented	h2tg000011l_path	394898	396898	+	212.4	314	https://www.orthodb.org/v10?query=10130at4891	BRO1 domain
10138at4891	Missing
10174at4891	Complete	h2tg000001l_path	153576	151461	-	464.0	392	https://www.orthodb.org/v10?query=10174at4891	DNA polymerase alpha subunit B
10189at4891	Complete	h2tg000013l_path	489429	490802	+	784.4	407	https://www.orthodb.org/v10?query=10189at4891	Serine-tRNA ligase
10194at4891	Complete	h2tg000013l_path	950514	952349	+	456.1	360	https://www.orthodb.org/v10?query=10194at4891	Peroxisomal targeting signal receptor
10201at4891	Complete	h2tg000011l_path	889934	891835	+	441.3	388	https://www.orthodb.org/v10?query=10201at4891	DNA polymerase epsilon subunit B
10233at4891	Complete	h2tg000016l_path	800395	799145	-	225.2	253	https://www.orthodb.org/v10?query=10233at4891	mRNA cleavage and polyadenylation factor CLP1
10256at4891	Complete	h2tg000011l_path	719243	716961	-	425.0	355	https://www.orthodb.org/v10?query=10256at4891	lipid binding
10279at4891	Complete	h2tg000004l_path	84959	87340	+	639.8	412	https://www.orthodb.org/v10?query=10279at4891	Kinesin-like protein
10313at4891	Fragmented	h2tg000004l_path	147461	145881	-	488.0	278	https://www.orthodb.org/v10?query=10313at4891	Protein phosphatase PP2A regulatory subunit B
10332at4891	Complete	h2tg000008l_path	762549	760264	-	451.5	386	https://www.orthodb.org/v10?query=10332at4891	Actin interacting protein 3, C-terminal
10341at4891	Complete	h2tg000011l_path	800004	802781	+	450.9	534	https://www.orthodb.org/v10?query=10341at4891	WD40/YVTN repeat-like-containing domain superfamily
10342at4891	Fragmented	h2tg000016l_path	257872	261141	+	689.4	709	https://www.orthodb.org/v10?query=10342at4891	P-loop containing nucleoside triphosphate hydrolase protein
10350at4891	Complete	h2tg000004l_path	361975	360635	-	636.5	367	https://www.orthodb.org/v10?query=10350at4891	ATP-dependent RNA helicase DBP3
10359at4891	Complete	h2tg000004l_path	978786	977587	-	523.0	333	https://www.orthodb.org/v10?query=10359at4891	Succinate--CoA ligase 
10361at4891	Complete	h2tg000011l_path	658390	659712	+	505.3	334	https://www.orthodb.org/v10?query=10361at4891	Ferrodoxin-fold anticodon-binding domain
10391at4891	Complete	h2tg000013l_path	381333	378837	-	629.4	475	https://www.orthodb.org/v10?query=10391at4891	Tetratricopeptide repeat
10450at4891	Complete	h2tg000008l_path	346779	344830	-	665.7	470	https://www.orthodb.org/v10?query=10450at4891	DNA replication origin binding
10497at4891	Complete	h2tg000011l_path	644640	646058	+	267.9	295	https://www.orthodb.org/v10?query=10497at4891	ATPase, V1 complex, subunit H, C-terminal
10591at4891	Complete	h2tg000013l_path	728221	730209	+	296.8	410	https://www.orthodb.org/v10?query=10591at4891	Similar to Saccharomyces cerevisiae YDR137W RGP1 Subunit of a Golgi membrane exchange factor (Ric1p-Rgp1p) that catalyzes nucleotide exchange on Ypt6p
10608at4891	Complete	h2tg000016l_path	87831	86521	-	494.8	330	https://www.orthodb.org/v10?query=10608at4891	tRNA guanosine-2'-O-methyltransferase
10618at4891	Complete	h2tg000013l_path	281775	280237	-	400.5	265	https://www.orthodb.org/v10?query=10618at4891	Protein kinase domain
10619at4891	Complete	h2tg000011l_path	150166	148559	-	426.3	363	https://www.orthodb.org/v10?query=10619at4891	Thiamine phosphate synthase
10626at4891	Complete	h2tg000003l_path	251835	253721	+	596.6	430	https://www.orthodb.org/v10?query=10626at4891	Oxoglutarate/iron-dependent dioxygenase
10638at4891	Complete	h2tg000009l_path	108926	110119	+	552.5	312	https://www.orthodb.org/v10?query=10638at4891	tRNA-dihydrouridine synthase
10646at4891	Complete	h2tg000007l_path	78672	77353	-	501.2	323	https://www.orthodb.org/v10?query=10646at4891	Aminoacyl-tRNA synthetase, class II
10649at4891	Complete	h2tg000008l_path	253155	251701	-	402.5	309	https://www.orthodb.org/v10?query=10649at4891	WD40-repeat-containing domain
10660at4891	Complete	h2tg000008l_path	981679	983630	+	714.6	440	https://www.orthodb.org/v10?query=10660at4891	Coronin
10670at4891	Complete	h2tg000004l_path	499460	498084	-	306.9	297	https://www.orthodb.org/v10?query=10670at4891	SWR1-complex protein 4
10684at4891	Complete	h2tg000001l_path	620881	622530	+	441.3	338	https://www.orthodb.org/v10?query=10684at4891	SH3 domain
10695at4891	Complete	h2tg000005l_path	85407	87830	+	346.3	384	https://www.orthodb.org/v10?query=10695at4891	Cadherin-like
10719at4891	Complete	h2tg000011l_path	838307	836580	-	246.3	268	https://www.orthodb.org/v10?query=10719at4891	NCA2-domain-containing protein
10727at4891	Complete	h2tg000013l_path	671222	672895	+	250.3	278	https://www.orthodb.org/v10?query=10727at4891	TRAPP III complex, Trs85
10743at4891	Complete	h2tg000011l_path	88476	90272	+	371.9	466	https://www.orthodb.org/v10?query=10743at4891	Signal recognition particle subunit SRP68
10759at4891	Complete	h2tg000014l_path	106219	104807	-	583.9	404	https://www.orthodb.org/v10?query=10759at4891	Heat shock protein DnaJ, cysteine-rich domain
10800at4891	Complete	h2tg000013l_path	1412291	1414180	+	755.9	410	https://www.orthodb.org/v10?query=10800at4891	Non-specific serine/threonine protein kinase
10825at4891	Complete	h2tg000004l_path	914776	916224	+	683.7	385	https://www.orthodb.org/v10?query=10825at4891	Zf-ZPR1-domain-containing protein
10849at4891	Complete	h2tg000011l_path	261286	260072	-	570.9	319	https://www.orthodb.org/v10?query=10849at4891	Aspartic peptidase A1 family
10854at4891	Complete	h2tg000004l_path	266537	267901	+	421.9	315	https://www.orthodb.org/v10?query=10854at4891	mRNA-capping enzyme subunit alpha
10861at4891	Complete	h2tg000008l_path	153869	151794	-	251.0	312	https://www.orthodb.org/v10?query=10861at4891	FAS1 domain
10872at4891	Complete	h2tg000006l_path	436179	437978	+	628.1	408	https://www.orthodb.org/v10?query=10872at4891	Vacuolar amino acid transporter 1
10892at4891	Complete	h2tg000003l_path	56777	58192	+	562.3	354	https://www.orthodb.org/v10?query=10892at4891	Protein AFG1
10896at4891	Complete	h2tg000002l_path	252691	253947	+	258.3	234	https://www.orthodb.org/v10?query=10896at4891	PPM-type phosphatase domain
10924at4891	Complete	h2tg000006l_path	284607	283141	-	350.7	297	https://www.orthodb.org/v10?query=10924at4891	Actin family
10934at4891	Complete	h2tg000001l_path	532183	530873	-	711.4	364	https://www.orthodb.org/v10?query=10934at4891	Peptide chain release factor eRF1/aRF1
10963at4891	Complete	h2tg000008l_path	160451	161769	+	466.9	308	https://www.orthodb.org/v10?query=10963at4891	General transcription and DNA repair factor IIH
10968at4891	Complete	h2tg000001l_path	578093	576355	-	567.7	360	https://www.orthodb.org/v10?query=10968at4891	polyubiquitin-tagged protein recognition complex, Npl4 component
10975at4891	Complete	h2tg000006l_path	418950	416941	-	706.2	496	https://www.orthodb.org/v10?query=10975at4891	Nucleolar protein 9
11009at4891	Complete	h2tg000001l_path	135480	134111	-	441.9	315	https://www.orthodb.org/v10?query=11009at4891	ubiquinol-cytochrome c reductase core subunit 1
11034at4891	Complete	h2tg000011l_path	643009	644106	+	677.2	326	https://www.orthodb.org/v10?query=11034at4891	Glutamine synthetase
11037at4891	Complete	h2tg000015l_path	442239	443465	+	582.3	346	https://www.orthodb.org/v10?query=11037at4891	ATP-dependent RNA helicase DBP8
11039at4891	Complete	h2tg000001l_path	48186	47386	-	392.2	233	https://www.orthodb.org/v10?query=11039at4891	Methionine aminopeptidase 2
11107at4891	Complete	h2tg000014l_path	248005	249945	+	423.1	312	https://www.orthodb.org/v10?query=11107at4891	DUF155-domain-containing protein
11155at4891	Missing
11161at4891	Complete	h2tg000013l_path	171850	170613	-	690.7	359	https://www.orthodb.org/v10?query=11161at4891	ATP-dependent RNA helicase DHH1
11184at4891	Complete	h2tg000015l_path	443823	445355	+	704.9	402	https://www.orthodb.org/v10?query=11184at4891	60S ribosomal export protein NMD3
11198at4891	Complete	h2tg000013l_path	399386	400549	+	722.9	350	https://www.orthodb.org/v10?query=11198at4891	Actin family
11201at4891	Complete	h2tg000013l_path	1261608	1262891	+	706.4	346	https://www.orthodb.org/v10?query=11201at4891	26S Proteasome regulatory subunit 6B
11232at4891	Complete	h2tg000013l_path	1168578	1167139	-	355.3	263	https://www.orthodb.org/v10?query=11232at4891	Svf1-like, C-terminal
11266at4891	Complete	h2tg000016l_path	413876	412431	-	591.8	334	https://www.orthodb.org/v10?query=11266at4891	ATP-dependent RNA helicase DBP5
11279at4891	Complete	h2tg000008l_path	830242	829055	-	684.9	320	https://www.orthodb.org/v10?query=11279at4891	Ketol-acid reductoisomerase, mitochondrial
